id,model,url,status
230,Galaxy S6,https://www.gsmarena.com/samsung_galaxy_s6-6849.php,pending
231,Galaxy S6 (USA),https://www.gsmarena.com/samsung_galaxy_s6_(usa)-7164.php,pending
232,Galaxy S6 Duos,https://www.gsmarena.com/samsung_galaxy_s6_duos-7377.php,pending
233,Galaxy S6 edge+,https://www.gsmarena.com/samsung_galaxy_s6_edge+-7467.php,pending
234,Galaxy S6 edge+ (USA),https://www.gsmarena.com/samsung_galaxy_s6_edge+_(usa)-7505.php,pending
235,Galaxy S6 edge+ Duos,https://www.gsmarena.com/samsung_galaxy_s6_edge+_duos-7509.php,pending
236,Galaxy S6 edge,https://www.gsmarena.com/samsung_galaxy_s6_edge-7079.php,pending
237,Galaxy S6 edge (USA),https://www.gsmarena.com/samsung_galaxy_s6_edge_(usa)-7166.php,pending
238,Galaxy S7,https://www.gsmarena.com/samsung_galaxy_s7-7821.php,pending
239,Galaxy S7 (USA),https://www.gsmarena.com/samsung_galaxy_s7_(usa)-7960.php,pending
240,Galaxy S7 edge,https://www.gsmarena.com/samsung_galaxy_s7_edge-7945.php,pending
241,Galaxy S7 edge (USA),https://www.gsmarena.com/samsung_galaxy_s7_edge_(usa)-7961.php,pending
242,Galaxy S8+,https://www.gsmarena.com/samsung_galaxy_s8+-8523.php,pending
243,Galaxy S8,https://www.gsmarena.com/samsung_galaxy_s8-8161.php,pending
244,Galaxy S9+,https://www.gsmarena.com/samsung_galaxy_s9+-8967.php,pending
245,Galaxy S9,https://www.gsmarena.com/samsung_galaxy_s9-8966.php,pending
246,Galaxy S Light Luxury,https://www.gsmarena.com/samsung_galaxy_s_light_luxury-9202.php,pending
247,Guru Plus,https://www.gsmarena.com/samsung_guru_plus_-7794.php,pending
248,Metro 360,https://www.gsmarena.com/samsung_metro_360-7751.php,pending
249,Z1,https://www.gsmarena.com/samsung_z1-6894.php,pending
250,Z2,https://www.gsmarena.com/samsung_z2-8288.php,pending
251,Z3,https://www.gsmarena.com/samsung_z3-7273.php,pending
252,Z3 Corporate,https://www.gsmarena.com/samsung_z3_corporate-8170.php,pending
253,Z4,https://www.gsmarena.com/samsung_z4-8682.php,pending
